holc_id,holc_grade,community,NID,POP2010,POP2000,POPCH,POPPERCH,popplus,popneg,neighborhood_area,region_area
B53,B,NORWOOD PARK,10,37023,37669,-646,-1.714938,0,1,22363825.613927186,2132512.0983486054
B54,B,NORWOOD PARK,10,37023,37669,-646,-1.714938,0,1,22363825.613927186,1066716.209290486
B55,B,NORWOOD PARK,10,37023,37669,-646,-1.714938,0,1,22363825.613927186,431577.37987203297
C34,C,NORWOOD PARK,10,37023,37669,-646,-1.714938,0,1,22363825.613927186,552325.4046713674
C35,C,NORWOOD PARK,10,37023,37669,-646,-1.714938,0,1,22363825.613927186,170748.8598387721
C36,C,NORWOOD PARK,10,37023,37669,-646,-1.714938,0,1,22363825.613927186,1660177.1794293916
C37,C,NORWOOD PARK,10,37023,37669,-646,-1.714938,0,1,22363825.613927186,802764.0499396969
C38,C,NORWOOD PARK,10,37023,37669,-646,-1.714938,0,1,22363825.613927186,1689522.4314655724
C39,C,NORWOOD PARK,10,37023,37669,-646,-1.714938,0,1,22363825.613927186,2207314.3881059876
C40,C,NORWOOD PARK,10,37023,37669,-646,-1.714938,0,1,22363825.613927186,3188119.2862709947
C41,C,NORWOOD PARK,10,37023,37669,-646,-1.714938,0,1,22363825.613927186,3068494.078465966
C44,C,NORWOOD PARK,10,37023,37669,-646,-1.714938,0,1,22363825.613927186,1270202.2681899848
B54,B,JEFFERSON PARK,11,25448,25859,-411,-1.589389,0,1,10912842.625975635,1066716.209290486
C39,C,JEFFERSON PARK,11,25448,25859,-411,-1.589389,0,1,10912842.625975635,2207314.3881059876
C40,C,JEFFERSON PARK,11,25448,25859,-411,-1.589389,0,1,10912842.625975635,3188119.2862709947
C41,C,JEFFERSON PARK,11,25448,25859,-411,-1.589389,0,1,10912842.625975635,3068494.078465966
C42,C,JEFFERSON PARK,11,25448,25859,-411,-1.589389,0,1,10912842.625975635,2385501.8194150086
C43,C,JEFFERSON PARK,11,25448,25859,-411,-1.589389,0,1,10912842.625975635,3257736.7289765547
C44,C,JEFFERSON PARK,11,25448,25859,-411,-1.589389,0,1,10912842.625975635,1270202.2681899848
C45,C,JEFFERSON PARK,11,25448,25859,-411,-1.589389,0,1,10912842.625975635,2522328.0812300085
C46,C,JEFFERSON PARK,11,25448,25859,-411,-1.589389,0,1,10912842.625975635,1768767.3076007192
C48,C,JEFFERSON PARK,11,25448,25859,-411,-1.589389,0,1,10912842.625975635,2720134.880696446
C49,C,JEFFERSON PARK,11,25448,25859,-411,-1.589389,0,1,10912842.625975635,2101337.402252851
B60,B,PORTAGE PARK,15,64124,65340,-1216,-1.861035,0,1,18524062.301790792,930364.5048430656
B82,B,PORTAGE PARK,15,64124,65340,-1216,-1.861035,0,1,18524062.301790792,2956949.3091556695
C42,C,PORTAGE PARK,15,64124,65340,-1216,-1.861035,0,1,18524062.301790792,2385501.8194150086
C43,C,PORTAGE PARK,15,64124,65340,-1216,-1.861035,0,1,18524062.301790792,3257736.7289765547
C44,C,PORTAGE PARK,15,64124,65340,-1216,-1.861035,0,1,18524062.301790792,1270202.2681899848
C46,C,PORTAGE PARK,15,64124,65340,-1216,-1.861035,0,1,18524062.301790792,1768767.3076007192
C48,C,PORTAGE PARK,15,64124,65340,-1216,-1.861035,0,1,18524062.301790792,2720134.880696446
C49,C,PORTAGE PARK,15,64124,65340,-1216,-1.861035,0,1,18524062.301790792,2101337.402252851
C50,C,PORTAGE PARK,15,64124,65340,-1216,-1.861035,0,1,18524062.301790792,5251126.2283876315
C53,C,PORTAGE PARK,15,64124,65340,-1216,-1.861035,0,1,18524062.301790792,6745647.636136237
C54,C,PORTAGE PARK,15,64124,65340,-1216,-1.861035,0,1,18524062.301790792,3346736.0916881785
B62,B,LINCOLN SQUARE,4,39493,44574,-5081,-11.399022,0,1,12002107.593731567,654027.4110603558
B63,B,LINCOLN SQUARE,4,39493,44574,-5081,-11.399022,0,1,12002107.593731567,2866114.512534886
B65,B,LINCOLN SQUARE,4,39493,44574,-5081,-11.399022,0,1,12002107.593731567,1410763.7025659105
B66,B,LINCOLN SQUARE,4,39493,44574,-5081,-11.399022,0,1,12002107.593731567,950058.2115939293
B67,B,LINCOLN SQUARE,4,39493,44574,-5081,-11.399022,0,1,12002107.593731567,677961.349609354
C56,C,LINCOLN SQUARE,4,39493,44574,-5081,-11.399022,0,1,12002107.593731567,727840.8901239554
C58,C,LINCOLN SQUARE,4,39493,44574,-5081,-11.399022,0,1,12002107.593731567,979688.3190873727
C60,C,LINCOLN SQUARE,4,39493,44574,-5081,-11.399022,0,1,12002107.593731567,1016377.9764475113
C71,C,LINCOLN SQUARE,4,39493,44574,-5081,-11.399022,0,1,12002107.593731567,627466.0955472243
C73,C,LINCOLN SQUARE,4,39493,44574,-5081,-11.399022,0,1,12002107.593731567,475208.910868956
C75,C,LINCOLN SQUARE,4,39493,44574,-5081,-11.399022,0,1,12002107.593731567,3142097.0204274096
C79,C,LINCOLN SQUARE,4,39493,44574,-5081,-11.399022,0,1,12002107.593731567,1806934.16544623
C80,C,LINCOLN SQUARE,4,39493,44574,-5081,-11.399022,0,1,12002107.593731567,2785051.03293842
C85,C,LINCOLN SQUARE,4,39493,44574,-5081,-11.399022,0,1,12002107.593731567,5863579.026179405
B64,B,ALBANY PARK,14,51542,57655,-6113,-10.602723,0,1,9004359.435327047,2046841.9461525236
B67,B,ALBANY PARK,14,51542,57655,-6113,-10.602723,0,1,9004359.435327047,677961.349609354
C47,C,ALBANY PARK,14,51542,57655,-6113,-10.602723,0,1,9004359.435327047,1830384.65170097
C50,C,ALBANY PARK,14,51542,57655,-6113,-10.602723,0,1,9004359.435327047,5251126.2283876315
C51,C,ALBANY PARK,14,51542,57655,-6113,-10.602723,0,1,9004359.435327047,389424.6352277208
C55,C,ALBANY PARK,14,51542,57655,-6113,-10.602723,0,1,9004359.435327047,3085040.383802401
C57,C,ALBANY PARK,14,51542,57655,-6113,-10.602723,0,1,9004359.435327047,1772508.065893797
C59,C,ALBANY PARK,14,51542,57655,-6113,-10.602723,0,1,9004359.435327047,3913150.2402544105
B67,B,IRVING PARK,16,53359,58643,-5284,-9.010453,0,1,15063424.049020693,677961.349609354
B68,B,IRVING PARK,16,53359,58643,-5284,-9.010453,0,1,15063424.049020693,311789.09531708696
C110,C,IRVING PARK,16,53359,58643,-5284,-9.010453,0,1,15063424.049020693,1066949.4324740455
C50,C,IRVING PARK,16,53359,58643,-5284,-9.010453,0,1,15063424.049020693,5251126.2283876315
C51,C,IRVING PARK,16,53359,58643,-5284,-9.010453,0,1,15063424.049020693,389424.6352277208
C54,C,IRVING PARK,16,53359,58643,-5284,-9.010453,0,1,15063424.049020693,3346736.0916881785
C57,C,IRVING PARK,16,53359,58643,-5284,-9.010453,0,1,15063424.049020693,1772508.065893797
C59,C,IRVING PARK,16,53359,58643,-5284,-9.010453,0,1,15063424.049020693,3913150.2402544105
C60,C,IRVING PARK,16,53359,58643,-5284,-9.010453,0,1,15063424.049020693,1016377.9764475113
C61,C,IRVING PARK,16,53359,58643,-5284,-9.010453,0,1,15063424.049020693,1716851.3130473197
C62,C,IRVING PARK,16,53359,58643,-5284,-9.010453,0,1,15063424.049020693,1335244.8987353218
C63,C,IRVING PARK,16,53359,58643,-5284,-9.010453,0,1,15063424.049020693,1503573.8292806707
B68,B,AVONDALE,21,39262,43083,-3821,-8.868927,0,1,9289855.437847786,311789.09531708696
C110,C,AVONDALE,21,39262,43083,-3821,-8.868927,0,1,9289855.437847786,1066949.4324740455
C111,C,AVONDALE,21,39262,43083,-3821,-8.868927,0,1,9289855.437847786,1296244.6377182514
C112,C,AVONDALE,21,39262,43083,-3821,-8.868927,0,1,9289855.437847786,2705786.442079424
C117,C,AVONDALE,21,39262,43083,-3821,-8.868927,0,1,9289855.437847786,2061371.9690437415
C54,C,AVONDALE,21,39262,43083,-3821,-8.868927,0,1,9289855.437847786,3346736.0916881785
C59,C,AVONDALE,21,39262,43083,-3821,-8.868927,0,1,9289855.437847786,3913150.2402544105
C61,C,AVONDALE,21,39262,43083,-3821,-8.868927,0,1,9289855.437847786,1716851.3130473197
C62,C,AVONDALE,21,39262,43083,-3821,-8.868927,0,1,9289855.437847786,1335244.8987353218
C63,C,AVONDALE,21,39262,43083,-3821,-8.868927,0,1,9289855.437847786,1503573.8292806707
D3,D,AVONDALE,21,39262,43083,-3821,-8.868927,0,1,9289855.437847786,793310.8260805483
D9,D,AVONDALE,21,39262,43083,-3821,-8.868927,0,1,9289855.437847786,3632406.3235618393
B75,B,EDGEWATER,77,56521,62198,-5677,-9.127303,0,1,8152616.7304022,541950.8235159335
B78,B,EDGEWATER,77,56521,62198,-5677,-9.127303,0,1,8152616.7304022,318541.1195098001
C68,C,EDGEWATER,77,56521,62198,-5677,-9.127303,0,1,8152616.7304022,1959768.116072642
C72,C,EDGEWATER,77,56521,62198,-5677,-9.127303,0,1,8152616.7304022,1027082.8707758408
C74,C,EDGEWATER,77,56521,62198,-5677,-9.127303,0,1,8152616.7304022,1167821.753851775
C75,C,EDGEWATER,77,56521,62198,-5677,-9.127303,0,1,8152616.7304022,3142097.0204274096
C76,C,EDGEWATER,77,56521,62198,-5677,-9.127303,0,1,8152616.7304022,831595.0467551565
C77,C,EDGEWATER,77,56521,62198,-5677,-9.127303,0,1,8152616.7304022,356541.4618141044
C78,C,EDGEWATER,77,56521,62198,-5677,-9.127303,0,1,8152616.7304022,636459.2000752925
C81,C,EDGEWATER,77,56521,62198,-5677,-9.127303,0,1,8152616.7304022,812462.5127363125
C82,C,EDGEWATER,77,56521,62198,-5677,-9.127303,0,1,8152616.7304022,2230558.088505746
C83,C,EDGEWATER,77,56521,62198,-5677,-9.127303,0,1,8152616.7304022,483257.6258445338
D4,D,EDGEWATER,77,56521,62198,-5677,-9.127303,0,1,8152616.7304022,112841.31409113015
B80,B,MONTCLARE,18,13426,12646,780,6.167958,1,0,4632078.771734522,313128.97314362583
C95,C,MONTCLARE,18,13426,12646,780,6.167958,1,0,4632078.771734522,7672441.196080044
C98,C,MONTCLARE,18,13426,12646,780,6.167958,1,0,4632078.771734522,1946972.7771886343
B80,B,DUNNING,17,41932,42164,-232,-0.550232,0,1,17410472.683532186,313128.97314362583
B82,B,DUNNING,17,41932,42164,-232,-0.550232,0,1,17410472.683532186,2956949.3091556695
C41,C,DUNNING,17,41932,42164,-232,-0.550232,0,1,17410472.683532186,3068494.078465966
C42,C,DUNNING,17,41932,42164,-232,-0.550232,0,1,17410472.683532186,2385501.8194150086
C52,C,DUNNING,17,41932,42164,-232,-0.550232,0,1,17410472.683532186,2092751.336097307
C53,C,DUNNING,17,41932,42164,-232,-0.550232,0,1,17410472.683532186,6745647.636136237
C94,C,DUNNING,17,41932,42164,-232,-0.550232,0,1,17410472.683532186,7209472.470947276
C95,C,DUNNING,17,41932,42164,-232,-0.550232,0,1,17410472.683532186,7672441.196080044
C96,C,DUNNING,17,41932,42164,-232,-0.550232,0,1,17410472.683532186,1512281.2925965586
B81,B,AUSTIN,25,98514,117527,-19013,-16.177559,0,1,33432413.64399116,2403784.2547520828
B93,B,AUSTIN,25,98514,117527,-19013,-16.177559,0,1,33432413.64399116,1342086.1795511465
C104,C,AUSTIN,25,98514,117527,-19013,-16.177559,0,1,33432413.64399116,549635.8257405956
C105,C,AUSTIN,25,98514,117527,-19013,-16.177559,0,1,33432413.64399116,1391885.7944754523
C106,C,AUSTIN,25,98514,117527,-19013,-16.177559,0,1,33432413.64399116,1340906.773070231
C107,C,AUSTIN,25,98514,117527,-19013,-16.177559,0,1,33432413.64399116,2377022.569093089
C108,C,AUSTIN,25,98514,117527,-19013,-16.177559,0,1,33432413.64399116,2394109.44574519
C109,C,AUSTIN,25,98514,117527,-19013,-16.177559,0,1,33432413.64399116,1694384.2611295641
C138,C,AUSTIN,25,98514,117527,-19013,-16.177559,0,1,33432413.64399116,2241599.413572925
C143,C,AUSTIN,25,98514,117527,-19013,-16.177559,0,1,33432413.64399116,1272827.618024153
C144,C,AUSTIN,25,98514,117527,-19013,-16.177559,0,1,33432413.64399116,2341036.633350785
C145,C,AUSTIN,25,98514,117527,-19013,-16.177559,0,1,33432413.64399116,1643921.3177536835
C146,C,AUSTIN,25,98514,117527,-19013,-16.177559,0,1,33432413.64399116,1483915.0951371898
C147,C,AUSTIN,25,98514,117527,-19013,-16.177559,0,1,33432413.64399116,1317628.0987384962
C148,C,AUSTIN,25,98514,117527,-19013,-16.177559,0,1,33432413.64399116,1809444.3987774283
C149,C,AUSTIN,25,98514,117527,-19013,-16.177559,0,1,33432413.64399116,2838676.0538432314
C150,C,AUSTIN,25,98514,117527,-19013,-16.177559,0,1,33432413.64399116,474497.43763373187
C151,C,AUSTIN,25,98514,117527,-19013,-16.177559,0,1,33432413.64399116,4004733.3866150137
C158,C,AUSTIN,25,98514,117527,-19013,-16.177559,0,1,33432413.64399116,2160938.626059831
C170,C,AUSTIN,25,98514,117527,-19013,-16.177559,0,1,33432413.64399116,4095210.9714429704
C95,C,AUSTIN,25,98514,117527,-19013,-16.177559,0,1,33432413.64399116,7672441.196080044
C98,C,AUSTIN,25,98514,117527,-19013,-16.177559,0,1,33432413.64399116,1946972.7771886343
D55,D,AUSTIN,25,98514,117527,-19013,-16.177559,0,1,33432413.64399116,1340296.777339946
B82,B,BELMONT CRAGIN,19,78743,78144,599,0.766534,1,0,18324439.11729885,2956949.3091556695
B83,B,BELMONT CRAGIN,19,78743,78144,599,0.766534,1,0,18324439.11729885,1741160.3057392323
C100,C,BELMONT CRAGIN,19,78743,78144,599,0.766534,1,0,18324439.11729885,2725420.1416801885
C101,C,BELMONT CRAGIN,19,78743,78144,599,0.766534,1,0,18324439.11729885,1077143.1515250125
C102,C,BELMONT CRAGIN,19,78743,78144,599,0.766534,1,0,18324439.11729885,2103307.4872793173
C103,C,BELMONT CRAGIN,19,78743,78144,599,0.766534,1,0,18324439.11729885,904745.7016160196
C111,C,BELMONT CRAGIN,19,78743,78144,599,0.766534,1,0,18324439.11729885,1296244.6377182514
C113,C,BELMONT CRAGIN,19,78743,78144,599,0.766534,1,0,18324439.11729885,3661391.893463447
C52,C,BELMONT CRAGIN,19,78743,78144,599,0.766534,1,0,18324439.11729885,2092751.336097307
C53,C,BELMONT CRAGIN,19,78743,78144,599,0.766534,1,0,18324439.11729885,6745647.636136237
C54,C,BELMONT CRAGIN,19,78743,78144,599,0.766534,1,0,18324439.11729885,3346736.0916881785
C95,C,BELMONT CRAGIN,19,78743,78144,599,0.766534,1,0,18324439.11729885,7672441.196080044
C99,C,BELMONT CRAGIN,19,78743,78144,599,0.766534,1,0,18324439.11729885,1163005.5175579698
D7,D,BELMONT CRAGIN,19,78743,78144,599,0.766534,1,0,18324439.11729885,2154391.330035363
D8,D,BELMONT CRAGIN,19,78743,78144,599,0.766534,1,0,18324439.11729885,170135.97116356686
B83,B,HERMOSA,20,25010,26908,-1898,-7.053664,0,1,5475342.760972294,1741160.3057392323
C111,C,HERMOSA,20,25010,26908,-1898,-7.053664,0,1,5475342.760972294,1296244.6377182514
C112,C,HERMOSA,20,25010,26908,-1898,-7.053664,0,1,5475342.760972294,2705786.442079424
C113,C,HERMOSA,20,25010,26908,-1898,-7.053664,0,1,5475342.760972294,3661391.893463447
C54,C,HERMOSA,20,25010,26908,-1898,-7.053664,0,1,5475342.760972294,3346736.0916881785
B84,B,LINCOLN PARK,7,64116,64320,-204,-0.317164,0,1,14831228.865397837,769038.105918466
C120,C,LINCOLN PARK,7,64116,64320,-204,-0.317164,0,1,14831228.865397837,2061748.0946304733
C122,C,LINCOLN PARK,7,64116,64320,-204,-0.317164,0,1,14831228.865397837,2459306.455272136
C123,C,LINCOLN PARK,7,64116,64320,-204,-0.317164,0,1,14831228.865397837,1457374.9762884886
D11,D,LINCOLN PARK,7,64116,64320,-204,-0.317164,0,1,14831228.865397837,1593240.5671911787
D12,D,LINCOLN PARK,7,64116,64320,-204,-0.317164,0,1,14831228.865397837,2345279.23152878
D14,D,LINCOLN PARK,7,64116,64320,-204,-0.317164,0,1,14831228.865397837,1305148.605955625
D15,D,LINCOLN PARK,7,64116,64320,-204,-0.317164,0,1,14831228.865397837,2411184.5992169487
C110,C,LOGAN SQUARE,22,73595,82715,-9120,-11.025811,0,1,16803181.281012937,1066949.4324740455
C112,C,LOGAN SQUARE,22,73595,82715,-9120,-11.025811,0,1,16803181.281012937,2705786.442079424
C113,C,LOGAN SQUARE,22,73595,82715,-9120,-11.025811,0,1,16803181.281012937,3661391.893463447
C116,C,LOGAN SQUARE,22,73595,82715,-9120,-11.025811,0,1,16803181.281012937,1895063.2323787562
C117,C,LOGAN SQUARE,22,73595,82715,-9120,-11.025811,0,1,16803181.281012937,2061371.9690437415
C118,C,LOGAN SQUARE,22,73595,82715,-9120,-11.025811,0,1,16803181.281012937,2383560.2815185236
C119,C,LOGAN SQUARE,22,73595,82715,-9120,-11.025811,0,1,16803181.281012937,2215663.4506770996
D10,D,LOGAN SQUARE,22,73595,82715,-9120,-11.025811,0,1,16803181.281012937,4791024.33797741
D13,D,LOGAN SQUARE,22,73595,82715,-9120,-11.025811,0,1,16803181.281012937,2963989.261598122
D9,D,LOGAN SQUARE,22,73595,82715,-9120,-11.025811,0,1,16803181.281012937,3632406.3235618393
C113,C,HUMBOLDT PARK,23,56323,65836,-9513,-14.449541,0,1,16862444.82243875,3661391.893463447
C114,C,HUMBOLDT PARK,23,56323,65836,-9513,-14.449541,0,1,16862444.82243875,2720385.7523853383
C115,C,HUMBOLDT PARK,23,56323,65836,-9513,-14.449541,0,1,16862444.82243875,908632.668384405
C116,C,HUMBOLDT PARK,23,56323,65836,-9513,-14.449541,0,1,16862444.82243875,1895063.2323787562
C145,C,HUMBOLDT PARK,23,56323,65836,-9513,-14.449541,0,1,16862444.82243875,1643921.3177536835
C153,C,HUMBOLDT PARK,23,56323,65836,-9513,-14.449541,0,1,16862444.82243875,2536836.356944378
C154,C,HUMBOLDT PARK,23,56323,65836,-9513,-14.449541,0,1,16862444.82243875,1442238.8493238112
C155,C,HUMBOLDT PARK,23,56323,65836,-9513,-14.449541,0,1,16862444.82243875,1824225.7941984187
D10,D,HUMBOLDT PARK,23,56323,65836,-9513,-14.449541,0,1,16862444.82243875,4791024.33797741
D25,D,HUMBOLDT PARK,23,56323,65836,-9513,-14.449541,0,1,16862444.82243875,3081024.8318773885
D27,D,HUMBOLDT PARK,23,56323,65836,-9513,-14.449541,0,1,16862444.82243875,1051940.0705341925
C120,C,NORTH CENTER,5,31867,31895,-28,-0.087788,0,1,9588836.9858046,2061748.0946304733
C58,C,NORTH CENTER,5,31867,31895,-28,-0.087788,0,1,9588836.9858046,979688.3190873727
C60,C,NORTH CENTER,5,31867,31895,-28,-0.087788,0,1,9588836.9858046,1016377.9764475113
C80,C,NORTH CENTER,5,31867,31895,-28,-0.087788,0,1,9588836.9858046,2785051.03293842
C85,C,NORTH CENTER,5,31867,31895,-28,-0.087788,0,1,9588836.9858046,5863579.026179405
C87,C,NORTH CENTER,5,31867,31895,-28,-0.087788,0,1,9588836.9858046,7058829.65426841
C147,C,WEST GARFIELD PARK,26,18001,23019,-5018,-21.799383,0,1,6052980.152774753,1317628.0987384962
C149,C,WEST GARFIELD PARK,26,18001,23019,-5018,-21.799383,0,1,6052980.152774753,2838676.0538432314
C151,C,WEST GARFIELD PARK,26,18001,23019,-5018,-21.799383,0,1,6052980.152774753,4004733.3866150137
C158,C,WEST GARFIELD PARK,26,18001,23019,-5018,-21.799383,0,1,6052980.152774753,2160938.626059831
C159,C,WEST GARFIELD PARK,26,18001,23019,-5018,-21.799383,0,1,6052980.152774753,1954800.0696403277
D25,D,WEST GARFIELD PARK,26,18001,23019,-5018,-21.799383,0,1,6052980.152774753,3081024.8318773885
C151,C,EAST GARFIELD PARK,27,20567,20881,-314,-1.503759,0,1,9036572.157412026,4004733.3866150137
C152,C,EAST GARFIELD PARK,27,20567,20881,-314,-1.503759,0,1,9036572.157412026,1553378.4348635105
C158,C,EAST GARFIELD PARK,27,20567,20881,-314,-1.503759,0,1,9036572.157412026,2160938.626059831
C159,C,EAST GARFIELD PARK,27,20567,20881,-314,-1.503759,0,1,9036572.157412026,1954800.0696403277
D25,D,EAST GARFIELD PARK,27,20567,20881,-314,-1.503759,0,1,9036572.157412026,3081024.8318773885
D26,D,EAST GARFIELD PARK,27,20567,20881,-314,-1.503759,0,1,9036572.157412026,1405073.7238177918
D27,D,EAST GARFIELD PARK,27,20567,20881,-314,-1.503759,0,1,9036572.157412026,1051940.0705341925
D33,D,EAST GARFIELD PARK,27,20567,20881,-314,-1.503759,0,1,9036572.157412026,3923289.185914058
D36,D,EAST GARFIELD PARK,27,20567,20881,-314,-1.503759,0,1,9036572.157412026,3101735.280762443
C154,C,WEST TOWN,24,81432,87435,-6003,-6.865672,0,1,21407832.112768125,1442238.8493238112
C155,C,WEST TOWN,24,81432,87435,-6003,-6.865672,0,1,21407832.112768125,1824225.7941984187
C156,C,WEST TOWN,24,81432,87435,-6003,-6.865672,0,1,21407832.112768125,715765.5137944915
D10,D,WEST TOWN,24,81432,87435,-6003,-6.865672,0,1,21407832.112768125,4791024.33797741
D13,D,WEST TOWN,24,81432,87435,-6003,-6.865672,0,1,21407832.112768125,2963989.261598122
D28,D,WEST TOWN,24,81432,87435,-6003,-6.865672,0,1,21407832.112768125,1187055.2552949972
D29,D,WEST TOWN,24,81432,87435,-6003,-6.865672,0,1,21407832.112768125,6397450.989931444
D32,D,WEST TOWN,24,81432,87435,-6003,-6.865672,0,1,21407832.112768125,2156258.4490551613
C158,C,NORTH LAWNDALE,29,35912,41768,-5856,-14.020303,0,1,14998943.844649926,2160938.626059831
C159,C,NORTH LAWNDALE,29,35912,41768,-5856,-14.020303,0,1,14998943.844649926,1954800.0696403277
C160,C,NORTH LAWNDALE,29,35912,41768,-5856,-14.020303,0,1,14998943.844649926,2060002.2263857212
C161,C,NORTH LAWNDALE,29,35912,41768,-5856,-14.020303,0,1,14998943.844649926,1149805.1669721706
C162,C,NORTH LAWNDALE,29,35912,41768,-5856,-14.020303,0,1,14998943.844649926,8978428.324294474
C163,C,NORTH LAWNDALE,29,35912,41768,-5856,-14.020303,0,1,14998943.844649926,4287830.031598172
D33,D,NORTH LAWNDALE,29,35912,41768,-5856,-14.020303,0,1,14998943.844649926,3923289.185914058
D34,D,NORTH LAWNDALE,29,35912,41768,-5856,-14.020303,0,1,14998943.844649926,1272660.9069045822
D35,D,NORTH LAWNDALE,29,35912,41768,-5856,-14.020303,0,1,14998943.844649926,1173044.6410935714
D36,D,NORTH LAWNDALE,29,35912,41768,-5856,-14.020303,0,1,14998943.844649926,3101735.280762443
C162,C,SOUTH LAWNDALE,30,79288,91071,-11783,-12.938257,0,1,21439674.095213782,8978428.324294474
C163,C,SOUTH LAWNDALE,30,79288,91071,-11783,-12.938257,0,1,21439674.095213782,4287830.031598172
C193,C,BRIGHTON PARK,58,45368,44912,456,1.015319,1,0,12703418.423107525,1165443.691639933
C194,C,BRIGHTON PARK,58,45368,44912,456,1.015319,1,0,12703418.423107525,3797918.2959663975
D62,D,BRIGHTON PARK,58,45368,44912,456,1.015319,1,0,12703418.423107525,4528550.259356494
D63,D,BRIGHTON PARK,58,45368,44912,456,1.015319,1,0,12703418.423107525,754642.8060804048
D64,D,BRIGHTON PARK,58,45368,44912,456,1.015319,1,0,12703418.423107525,1597214.4407207954
D69,D,BRIGHTON PARK,58,45368,44912,456,1.015319,1,0,12703418.423107525,1566377.3733430572
C194,C,MCKINLEY PARK,59,15612,15962,-350,-2.192708,0,1,6602877.024814434,3797918.2959663975
D62,D,MCKINLEY PARK,59,15612,15962,-350,-2.192708,0,1,6602877.024814434,4528550.259356494
D64,D,MCKINLEY PARK,59,15612,15962,-350,-2.192708,0,1,6602877.024814434,1597214.4407207954
C195,C,WEST ELSDON,62,18109,15921,2188,13.742855,1,0,5471284.409097623,2068521.6025266915
C201,C,WEST ELSDON,62,18109,15921,2188,13.742855,1,0,5471284.409097623,1232750.3369116657
C203,C,WEST ELSDON,62,18109,15921,2188,13.742855,1,0,5471284.409097623,2691639.3522010813
C204,C,WEST ELSDON,62,18109,15921,2188,13.742855,1,0,5471284.409097623,2071261.8282556257
C205,C,WEST ELSDON,62,18109,15921,2188,13.742855,1,0,5471284.409097623,1287769.1581135965
C195,C,ARCHER HEIGHTS,57,13393,12644,749,5.923758,1,0,9358837.190385126,2068521.6025266915
C201,C,ARCHER HEIGHTS,57,13393,12644,749,5.923758,1,0,9358837.190385126,1232750.3369116657
D67,D,ARCHER HEIGHTS,57,13393,12644,749,5.923758,1,0,9358837.190385126,772495.5231828047
D68,D,ARCHER HEIGHTS,57,13393,12644,749,5.923758,1,0,9358837.190385126,962388.5563585194
C196,C,GARFIELD RIDGE,56,34513,36101,-1588,-4.39877,0,1,19720713.666688282,383159.81543901825
C197,C,GARFIELD RIDGE,56,34513,36101,-1588,-4.39877,0,1,19720713.666688282,1553027.9869404426
C199,C,GARFIELD RIDGE,56,34513,36101,-1588,-4.39877,0,1,19720713.666688282,5144116.187823741
C200,C,GARFIELD RIDGE,56,34513,36101,-1588,-4.39877,0,1,19720713.666688282,2590395.1174038746
C201,C,GARFIELD RIDGE,56,34513,36101,-1588,-4.39877,0,1,19720713.666688282,1232750.3369116657
D66,D,GARFIELD RIDGE,56,34513,36101,-1588,-4.39877,0,1,19720713.666688282,1290245.3987766274
D67,D,GARFIELD RIDGE,56,34513,36101,-1588,-4.39877,0,1,19720713.666688282,772495.5231828047
C197,C,CLEARING,64,23139,22331,808,3.618288,1,0,11894883.768827323,1553027.9869404426
C200,C,CLEARING,64,23139,22331,808,3.618288,1,0,11894883.768827323,2590395.1174038746
C202,C,CLEARING,64,23139,22331,808,3.618288,1,0,11894883.768827323,630057.8498238258
C203,C,CLEARING,64,23139,22331,808,3.618288,1,0,11894883.768827323,2691639.3522010813
D81,D,CLEARING,64,23139,22331,808,3.618288,1,0,11894883.768827323,2061793.5998241354
C202,C,WEST LAWN,65,33355,29235,4120,14.092697,1,0,13758248.689739924,630057.8498238258
C203,C,WEST LAWN,65,33355,29235,4120,14.092697,1,0,13758248.689739924,2691639.3522010813
C204,C,WEST LAWN,65,33355,29235,4120,14.092697,1,0,13758248.689739924,2071261.8282556257
C205,C,WEST LAWN,65,33355,29235,4120,14.092697,1,0,13758248.689739924,1287769.1581135965
C206,C,WEST LAWN,65,33355,29235,4120,14.092697,1,0,13758248.689739924,3003457.0226908154
C207,C,WEST LAWN,65,33355,29235,4120,14.092697,1,0,13758248.689739924,356044.6035313437
D84,D,WEST LAWN,65,33355,29235,4120,14.092697,1,0,13758248.689739924,15302615.96137275
C205,C,CHICAGO LAWN,66,55628,61412,-5784,-9.418355,0,1,16427455.607386574,1287769.1581135965
C206,C,CHICAGO LAWN,66,55628,61412,-5784,-9.418355,0,1,16427455.607386574,3003457.0226908154
C207,C,CHICAGO LAWN,66,55628,61412,-5784,-9.418355,0,1,16427455.607386574,356044.6035313437
C209,C,CHICAGO LAWN,66,55628,61412,-5784,-9.418355,0,1,16427455.607386574,11116843.196867239
C211,C,CHICAGO LAWN,66,55628,61412,-5784,-9.418355,0,1,16427455.607386574,6196726.469906651
C224,C,CHICAGO LAWN,66,55628,61412,-5784,-9.418355,0,1,16427455.607386574,1147006.1487872172
D84,D,CHICAGO LAWN,66,55628,61412,-5784,-9.418355,0,1,16427455.607386574,15302615.96137275
D85,D,CHICAGO LAWN,66,55628,61412,-5784,-9.418355,0,1,16427455.607386574,524081.2591573334
C205,C,GAGE PARK,63,39894,39193,701,1.788585,1,0,10251279.809699018,1287769.1581135965
C208,C,GAGE PARK,63,39894,39193,701,1.788585,1,0,10251279.809699018,3357312.0190502713
