holc_id,holc_grade,community,NID,POP2010,POP2000,POPCH,POPPERCH,popplus,popneg,neighborhood_area,region_area
C209,C,GAGE PARK,63,39894,39193,701,1.788585,1,0,10251279.809699018,11116843.196867239
D69,D,GAGE PARK,63,39894,39193,701,1.788585,1,0,10251279.809699018,1566377.3733430572
C210,C,ENGLEWOOD,68,30654,40222,-9568,-23.787977,0,1,14319021.254533263,5141174.5359747335
C228,C,ENGLEWOOD,68,30654,40222,-9568,-23.787977,0,1,14319021.254533263,698341.3798753782
C229,C,ENGLEWOOD,68,30654,40222,-9568,-23.787977,0,1,14319021.254533263,563377.9425034006
D71,D,ENGLEWOOD,68,30654,40222,-9568,-23.787977,0,1,14319021.254533263,4784382.874749127
D72,D,ENGLEWOOD,68,30654,40222,-9568,-23.787977,0,1,14319021.254533263,9833387.274804901
D73,D,ENGLEWOOD,68,30654,40222,-9568,-23.787977,0,1,14319021.254533263,3469460.3779832423
D83,D,ENGLEWOOD,68,30654,40222,-9568,-23.787977,0,1,14319021.254533263,13527212.70899754
D87,D,ENGLEWOOD,68,30654,40222,-9568,-23.787977,0,1,14319021.254533263,905455.8453819465
C210,C,WEST ENGLEWOOD,67,35505,45282,-9777,-21.591361,0,1,14702257.53893344,5141174.5359747335
C211,C,WEST ENGLEWOOD,67,35505,45282,-9777,-21.591361,0,1,14702257.53893344,6196726.469906651
C228,C,WEST ENGLEWOOD,67,35505,45282,-9777,-21.591361,0,1,14702257.53893344,698341.3798753782
D71,D,WEST ENGLEWOOD,67,35505,45282,-9777,-21.591361,0,1,14702257.53893344,4784382.874749127
D83,D,WEST ENGLEWOOD,67,35505,45282,-9777,-21.591361,0,1,14702257.53893344,13527212.70899754
D85,D,WEST ENGLEWOOD,67,35505,45282,-9777,-21.591361,0,1,14702257.53893344,524081.2591573334
D86,D,WEST ENGLEWOOD,67,35505,45282,-9777,-21.591361,0,1,14702257.53893344,1130388.8628926964
C210,C,NEW CITY,61,44377,51721,-7344,-14.199261,0,1,22530362.288335368,5141174.5359747335
D62,D,NEW CITY,61,44377,51721,-7344,-14.199261,0,1,22530362.288335368,4528550.259356494
D69,D,NEW CITY,61,44377,51721,-7344,-14.199261,0,1,22530362.288335368,1566377.3733430572
D70,D,NEW CITY,61,44377,51721,-7344,-14.199261,0,1,22530362.288335368,3977752.9282630426
D71,D,NEW CITY,61,44377,51721,-7344,-14.199261,0,1,22530362.288335368,4784382.874749127
D72,D,NEW CITY,61,44377,51721,-7344,-14.199261,0,1,22530362.288335368,9833387.274804901
C215,C,WASHINGTON PARK,40,11717,14146,-2429,-17.170932,0,1,7087184.215814184,3944829.7139932294
D73,D,WASHINGTON PARK,40,11717,14146,-2429,-17.170932,0,1,7087184.215814184,3469460.3779832423
D74,D,WASHINGTON PARK,40,11717,14146,-2429,-17.170932,0,1,7087184.215814184,13420040.554349745
D78,D,WASHINGTON PARK,40,11717,14146,-2429,-17.170932,0,1,7087184.215814184,919627.4292534458
C243,C,SOUTH CHICAGO,46,31198,38596,-7398,-19.167789,0,1,15575190.687910829,627591.8463099449
C244,C,SOUTH CHICAGO,46,31198,38596,-7398,-19.167789,0,1,15575190.687910829,1333289.0632675719
C245,C,SOUTH CHICAGO,46,31198,38596,-7398,-19.167789,0,1,15575190.687910829,2258909.1204680046
C249,C,SOUTH CHICAGO,46,31198,38596,-7398,-19.167789,0,1,15575190.687910829,2538855.208055284
D100,D,SOUTH CHICAGO,46,31198,38596,-7398,-19.167789,0,1,15575190.687910829,2779383.5744394003
D90,D,SOUTH CHICAGO,46,31198,38596,-7398,-19.167789,0,1,15575190.687910829,1815892.709349858
D99,D,SOUTH CHICAGO,46,31198,38596,-7398,-19.167789,0,1,15575190.687910829,2749589.791879252
C246,C,BURNSIDE,47,2916,3294,-378,-11.47541,0,1,2836986.256932887,3181073.530444099
D98,D,BURNSIDE,47,2916,3294,-378,-11.47541,0,1,2836986.256932887,2435940.5430341265
C247,C,CALUMET HEIGHTS,48,13812,15974,-2162,-13.534494,0,1,8150450.317370659,835548.5548584961
C248,C,CALUMET HEIGHTS,48,13812,15974,-2162,-13.534494,0,1,8150450.317370659,285877.6025519853
C249,C,CALUMET HEIGHTS,48,13812,15974,-2162,-13.534494,0,1,8150450.317370659,2538855.208055284
D100,D,CALUMET HEIGHTS,48,13812,15974,-2162,-13.534494,0,1,8150450.317370659,2779383.5744394003
D98,D,CALUMET HEIGHTS,48,13812,15974,-2162,-13.534494,0,1,8150450.317370659,2435940.5430341265
C263,C,PULLMAN,50,7325,8921,-1596,-17.890371,0,1,9841895.350620698,1151552.4135490507
D113,D,PULLMAN,50,7325,8921,-1596,-17.890371,0,1,9841895.350620698,1510143.9232406365
C267,C,HEGEWISCH,55,9426,9781,-355,-3.629486,0,1,24313618.768148873,2088658.8164984162
D122,D,HEGEWISCH,55,9426,9781,-355,-3.629486,0,1,24313618.768148873,2814994.247178998
D131,D,HEGEWISCH,55,9426,9781,-355,-3.629486,0,1,24313618.768148873,1032147.0199373987
C267,C,EAST SIDE,52,23042,23653,-611,-2.583182,0,1,13885614.530247584,2088658.8164984162
D115,D,EAST SIDE,52,23042,23653,-611,-2.583182,0,1,13885614.530247584,3954881.3049311033
C92,C,OHARE,76,12756,11956,800,6.691201,1,0,62549480.399660595,3773511.8138136086
C94,C,OHARE,76,12756,11956,800,6.691201,1,0,62549480.399660595,7209472.470947276
D113,D,RIVERDALE,54,6482,9809,-3327,-33.917831,0,1,16388844.361215772,1510143.9232406365
D120,D,RIVERDALE,54,6482,9809,-3327,-33.917831,0,1,16388844.361215772,2491633.2792644706
D121,D,RIVERDALE,54,6482,9809,-3327,-33.917831,0,1,16388844.361215772,616401.1400377477
D128,D,RIVERDALE,54,6482,9809,-3327,-33.917831,0,1,16388844.361215772,441897.1496390954
D129,D,RIVERDALE,54,6482,9809,-3327,-33.917831,0,1,16388844.361215772,531250.8652840927
D114,D,SOUTH DEERING,51,15109,16990,-1881,-11.071218,0,1,50651007.91789422,1996814.4189271985
D26,D,NEAR WEST SIDE,28,54881,46419,8462,18.229604,1,0,26575936.328094047,1405073.7238177918
D27,D,NEAR WEST SIDE,28,54881,46419,8462,18.229604,1,0,26575936.328094047,1051940.0705341925
D33,D,NEAR WEST SIDE,28,54881,46419,8462,18.229604,1,0,26575936.328094047,3923289.185914058
D36,D,NEAR WEST SIDE,28,54881,46419,8462,18.229604,1,0,26575936.328094047,3101735.280762443
D37,D,NEAR WEST SIDE,28,54881,46419,8462,18.229604,1,0,26575936.328094047,2857662.0590377124
D38,D,NEAR WEST SIDE,28,54881,46419,8462,18.229604,1,0,26575936.328094047,2066004.009530856
D39,D,NEAR WEST SIDE,28,54881,46419,8462,18.229604,1,0,26575936.328094047,388658.68980368716
D40,D,NEAR WEST SIDE,28,54881,46419,8462,18.229604,1,0,26575936.328094047,2495072.3986488655
D41,D,NEAR WEST SIDE,28,54881,46419,8462,18.229604,1,0,26575936.328094047,1861564.268291859
D47,D,NEAR WEST SIDE,28,54881,46419,8462,18.229604,1,0,26575936.328094047,1645477.9453571977
D49,D,NEAR WEST SIDE,28,54881,46419,8462,18.229604,1,0,26575936.328094047,2260473.686846487
D42,D,LOWER WEST SIDE,31,35769,44031,-8262,-18.764053,0,1,13664321.076033372,3617182.311646746
D43,D,LOWER WEST SIDE,31,35769,44031,-8262,-18.764053,0,1,13664321.076033372,1174187.439878769
D49,D,LOWER WEST SIDE,31,35769,44031,-8262,-18.764053,0,1,13664321.076033372,2260473.686846487
D44,D,BRIDGEPORT,60,31977,33694,-1717,-5.095863,0,1,9762779.575142361,1464580.7783590332
D45,D,BRIDGEPORT,60,31977,33694,-1717,-5.095863,0,1,9762779.575142361,642830.5882295674
D46,D,BRIDGEPORT,60,31977,33694,-1717,-5.095863,0,1,9762779.575142361,490025.63054480765
D51,D,BRIDGEPORT,60,31977,33694,-1717,-5.095863,0,1,9762779.575142361,4178599.251681194
D65,D,BRIDGEPORT,60,31977,33694,-1717,-5.095863,0,1,9762779.575142361,636123.9895774075
D72,D,BRIDGEPORT,60,31977,33694,-1717,-5.095863,0,1,9762779.575142361,9833387.274804901
D48,D,NEAR SOUTH SIDE,33,21390,9509,11881,124.944789,1,0,8340905.234752815,955086.501605579
D49,D,NEAR SOUTH SIDE,33,21390,9509,11881,124.944789,1,0,8340905.234752815,2260473.686846487
D50,D,NEAR SOUTH SIDE,33,21390,9509,11881,124.944789,1,0,8340905.234752815,1696652.706496864
D52,D,NEAR SOUTH SIDE,33,21390,9509,11881,124.944789,1,0,8340905.234752815,1645446.8484924128
D53,D,NEAR SOUTH SIDE,33,21390,9509,11881,124.944789,1,0,8340905.234752815,4498738.847003422
D48,D,LOOP,32,29283,16388,12895,78.685624,1,0,7770627.474893451,955086.501605579
D49,D,ARMOUR SQUARE,34,13391,12032,1359,11.29488,1,0,4651177.630111503,2260473.686846487
D51,D,ARMOUR SQUARE,34,13391,12032,1359,11.29488,1,0,4651177.630111503,4178599.251681194
D52,D,ARMOUR SQUARE,34,13391,12032,1359,11.29488,1,0,4651177.630111503,1645446.8484924128
D73,D,ARMOUR SQUARE,34,13391,12032,1359,11.29488,1,0,4651177.630111503,3469460.3779832423
D52,D,DOUGLAS,35,18238,26470,-8232,-31.099358,0,1,7704644.8608946,1645446.8484924128
D53,D,DOUGLAS,35,18238,26470,-8232,-31.099358,0,1,7704644.8608946,4498738.847003422
D73,D,DOUGLAS,35,18238,26470,-8232,-31.099358,0,1,7704644.8608946,3469460.3779832423
D74,D,DOUGLAS,35,18238,26470,-8232,-31.099358,0,1,7704644.8608946,13420040.554349745
D72,D,FULLER PARK,37,2876,3420,-544,-15.906433,0,1,3332879.1000553654,9833387.274804901
D73,D,FULLER PARK,37,2876,3420,-544,-15.906433,0,1,3332879.1000553654,3469460.3779832423
D73,D,GRAND BOULEVARD,38,21929,28006,-6077,-21.698922,0,1,8115721.529795685,3469460.3779832423
D74,D,GRAND BOULEVARD,38,21929,28006,-6077,-21.698922,0,1,8115721.529795685,13420040.554349745
D76,D,GRAND BOULEVARD,38,21929,28006,-6077,-21.698922,0,1,8115721.529795685,2073115.0343840364
D74,D,OAKLAND,36,5918,6110,-192,-3.14239,0,1,2831664.063302845,13420040.554349745
D76,D,OAKLAND,36,5918,6110,-192,-3.14239,0,1,2831664.063302845,2073115.0343840364
