holc_id,holc_grade,community,NID,POP2010,POP2000,POPCH,POPPERCH,popplus,popneg
C143,C,AUSTIN,25,98514,117527,-19013,-16.177559,0,1
C144,C,AUSTIN,25,98514,117527,-19013,-16.177559,0,1
C145,C,AUSTIN,25,98514,117527,-19013,-16.177559,0,1
C146,C,AUSTIN,25,98514,117527,-19013,-16.177559,0,1
C147,C,AUSTIN,25,98514,117527,-19013,-16.177559,0,1
C148,C,AUSTIN,25,98514,117527,-19013,-16.177559,0,1
C149,C,AUSTIN,25,98514,117527,-19013,-16.177559,0,1
C150,C,AUSTIN,25,98514,117527,-19013,-16.177559,0,1
C151,C,AUSTIN,25,98514,117527,-19013,-16.177559,0,1
C158,C,AUSTIN,25,98514,117527,-19013,-16.177559,0,1
C170,C,AUSTIN,25,98514,117527,-19013,-16.177559,0,1
C95,C,AUSTIN,25,98514,117527,-19013,-16.177559,0,1
C98,C,AUSTIN,25,98514,117527,-19013,-16.177559,0,1
D55,D,AUSTIN,25,98514,117527,-19013,-16.177559,0,1
B82,B,BELMONT CRAGIN,19,78743,78144,599,0.766534,1,0
B83,B,BELMONT CRAGIN,19,78743,78144,599,0.766534,1,0
C100,C,BELMONT CRAGIN,19,78743,78144,599,0.766534,1,0
C101,C,BELMONT CRAGIN,19,78743,78144,599,0.766534,1,0
C102,C,BELMONT CRAGIN,19,78743,78144,599,0.766534,1,0
C103,C,BELMONT CRAGIN,19,78743,78144,599,0.766534,1,0
C111,C,BELMONT CRAGIN,19,78743,78144,599,0.766534,1,0
C113,C,BELMONT CRAGIN,19,78743,78144,599,0.766534,1,0
C52,C,BELMONT CRAGIN,19,78743,78144,599,0.766534,1,0
C53,C,BELMONT CRAGIN,19,78743,78144,599,0.766534,1,0
C54,C,BELMONT CRAGIN,19,78743,78144,599,0.766534,1,0
C95,C,BELMONT CRAGIN,19,78743,78144,599,0.766534,1,0
C99,C,BELMONT CRAGIN,19,78743,78144,599,0.766534,1,0
D7,D,BELMONT CRAGIN,19,78743,78144,599,0.766534,1,0
D8,D,BELMONT CRAGIN,19,78743,78144,599,0.766534,1,0
B83,B,HERMOSA,20,25010,26908,-1898,-7.053664,0,1
C111,C,HERMOSA,20,25010,26908,-1898,-7.053664,0,1
C112,C,HERMOSA,20,25010,26908,-1898,-7.053664,0,1
C113,C,HERMOSA,20,25010,26908,-1898,-7.053664,0,1
C54,C,HERMOSA,20,25010,26908,-1898,-7.053664,0,1
B84,B,LINCOLN PARK,7,64116,64320,-204,-0.317164,0,1
C120,C,LINCOLN PARK,7,64116,64320,-204,-0.317164,0,1
C122,C,LINCOLN PARK,7,64116,64320,-204,-0.317164,0,1
C123,C,LINCOLN PARK,7,64116,64320,-204,-0.317164,0,1
D11,D,LINCOLN PARK,7,64116,64320,-204,-0.317164,0,1
D12,D,LINCOLN PARK,7,64116,64320,-204,-0.317164,0,1
D14,D,LINCOLN PARK,7,64116,64320,-204,-0.317164,0,1
D15,D,LINCOLN PARK,7,64116,64320,-204,-0.317164,0,1
C110,C,LOGAN SQUARE,22,73595,82715,-9120,-11.025811,0,1
C112,C,LOGAN SQUARE,22,73595,82715,-9120,-11.025811,0,1
C113,C,LOGAN SQUARE,22,73595,82715,-9120,-11.025811,0,1
C116,C,LOGAN SQUARE,22,73595,82715,-9120,-11.025811,0,1
C117,C,LOGAN SQUARE,22,73595,82715,-9120,-11.025811,0,1
C118,C,LOGAN SQUARE,22,73595,82715,-9120,-11.025811,0,1
C119,C,LOGAN SQUARE,22,73595,82715,-9120,-11.025811,0,1
D10,D,LOGAN SQUARE,22,73595,82715,-9120,-11.025811,0,1
D13,D,LOGAN SQUARE,22,73595,82715,-9120,-11.025811,0,1
D9,D,LOGAN SQUARE,22,73595,82715,-9120,-11.025811,0,1
C113,C,HUMBOLDT PARK,23,56323,65836,-9513,-14.449541,0,1
C114,C,HUMBOLDT PARK,23,56323,65836,-9513,-14.449541,0,1
C115,C,HUMBOLDT PARK,23,56323,65836,-9513,-14.449541,0,1
C116,C,HUMBOLDT PARK,23,56323,65836,-9513,-14.449541,0,1
C145,C,HUMBOLDT PARK,23,56323,65836,-9513,-14.449541,0,1
C153,C,HUMBOLDT PARK,23,56323,65836,-9513,-14.449541,0,1
C154,C,HUMBOLDT PARK,23,56323,65836,-9513,-14.449541,0,1
C155,C,HUMBOLDT PARK,23,56323,65836,-9513,-14.449541,0,1
D10,D,HUMBOLDT PARK,23,56323,65836,-9513,-14.449541,0,1
D25,D,HUMBOLDT PARK,23,56323,65836,-9513,-14.449541,0,1
D27,D,HUMBOLDT PARK,23,56323,65836,-9513,-14.449541,0,1
C120,C,NORTH CENTER,5,31867,31895,-28,-0.087788,0,1
C58,C,NORTH CENTER,5,31867,31895,-28,-0.087788,0,1
C60,C,NORTH CENTER,5,31867,31895,-28,-0.087788,0,1
C80,C,NORTH CENTER,5,31867,31895,-28,-0.087788,0,1
C85,C,NORTH CENTER,5,31867,31895,-28,-0.087788,0,1
C87,C,NORTH CENTER,5,31867,31895,-28,-0.087788,0,1
C147,C,WEST GARFIELD PARK,26,18001,23019,-5018,-21.799383,0,1
C149,C,WEST GARFIELD PARK,26,18001,23019,-5018,-21.799383,0,1
C151,C,WEST GARFIELD PARK,26,18001,23019,-5018,-21.799383,0,1
C158,C,WEST GARFIELD PARK,26,18001,23019,-5018,-21.799383,0,1
C159,C,WEST GARFIELD PARK,26,18001,23019,-5018,-21.799383,0,1
D25,D,WEST GARFIELD PARK,26,18001,23019,-5018,-21.799383,0,1
C151,C,EAST GARFIELD PARK,27,20567,20881,-314,-1.503759,0,1
C152,C,EAST GARFIELD PARK,27,20567,20881,-314,-1.503759,0,1
C158,C,EAST GARFIELD PARK,27,20567,20881,-314,-1.503759,0,1
C159,C,EAST GARFIELD PARK,27,20567,20881,-314,-1.503759,0,1
D25,D,EAST GARFIELD PARK,27,20567,20881,-314,-1.503759,0,1
D26,D,EAST GARFIELD PARK,27,20567,20881,-314,-1.503759,0,1
D27,D,EAST GARFIELD PARK,27,20567,20881,-314,-1.503759,0,1
D33,D,EAST GARFIELD PARK,27,20567,20881,-314,-1.503759,0,1
D36,D,EAST GARFIELD PARK,27,20567,20881,-314,-1.503759,0,1
C154,C,WEST TOWN,24,81432,87435,-6003,-6.865672,0,1
C155,C,WEST TOWN,24,81432,87435,-6003,-6.865672,0,1
C156,C,WEST TOWN,24,81432,87435,-6003,-6.865672,0,1
D10,D,WEST TOWN,24,81432,87435,-6003,-6.865672,0,1
D13,D,WEST TOWN,24,81432,87435,-6003,-6.865672,0,1
D28,D,WEST TOWN,24,81432,87435,-6003,-6.865672,0,1
D29,D,WEST TOWN,24,81432,87435,-6003,-6.865672,0,1
D32,D,WEST TOWN,24,81432,87435,-6003,-6.865672,0,1
C158,C,NORTH LAWNDALE,29,35912,41768,-5856,-14.020303,0,1
C159,C,NORTH LAWNDALE,29,35912,41768,-5856,-14.020303,0,1
C160,C,NORTH LAWNDALE,29,35912,41768,-5856,-14.020303,0,1
C161,C,NORTH LAWNDALE,29,35912,41768,-5856,-14.020303,0,1
C162,C,NORTH LAWNDALE,29,35912,41768,-5856,-14.020303,0,1
C163,C,NORTH LAWNDALE,29,35912,41768,-5856,-14.020303,0,1
D33,D,NORTH LAWNDALE,29,35912,41768,-5856,-14.020303,0,1
D34,D,NORTH LAWNDALE,29,35912,41768,-5856,-14.020303,0,1
D35,D,NORTH LAWNDALE,29,35912,41768,-5856,-14.020303,0,1
D36,D,NORTH LAWNDALE,29,35912,41768,-5856,-14.020303,0,1
C162,C,SOUTH LAWNDALE,30,79288,91071,-11783,-12.938257,0,1
C163,C,SOUTH LAWNDALE,30,79288,91071,-11783,-12.938257,0,1
C193,C,BRIGHTON PARK,58,45368,44912,456,1.015319,1,0
C194,C,BRIGHTON PARK,58,45368,44912,456,1.015319,1,0
D62,D,BRIGHTON PARK,58,45368,44912,456,1.015319,1,0
D63,D,BRIGHTON PARK,58,45368,44912,456,1.015319,1,0
D64,D,BRIGHTON PARK,58,45368,44912,456,1.015319,1,0
D69,D,BRIGHTON PARK,58,45368,44912,456,1.015319,1,0
C194,C,MCKINLEY PARK,59,15612,15962,-350,-2.192708,0,1
D62,D,MCKINLEY PARK,59,15612,15962,-350,-2.192708,0,1
D64,D,MCKINLEY PARK,59,15612,15962,-350,-2.192708,0,1
C195,C,WEST ELSDON,62,18109,15921,2188,13.742855,1,0
C201,C,WEST ELSDON,62,18109,15921,2188,13.742855,1,0
C203,C,WEST ELSDON,62,18109,15921,2188,13.742855,1,0
C204,C,WEST ELSDON,62,18109,15921,2188,13.742855,1,0
C205,C,WEST ELSDON,62,18109,15921,2188,13.742855,1,0
C195,C,ARCHER HEIGHTS,57,13393,12644,749,5.923758,1,0
C201,C,ARCHER HEIGHTS,57,13393,12644,749,5.923758,1,0
D67,D,ARCHER HEIGHTS,57,13393,12644,749,5.923758,1,0
D68,D,ARCHER HEIGHTS,57,13393,12644,749,5.923758,1,0
C196,C,GARFIELD RIDGE,56,34513,36101,-1588,-4.39877,0,1
C197,C,GARFIELD RIDGE,56,34513,36101,-1588,-4.39877,0,1
C199,C,GARFIELD RIDGE,56,34513,36101,-1588,-4.39877,0,1
C200,C,GARFIELD RIDGE,56,34513,36101,-1588,-4.39877,0,1
C201,C,GARFIELD RIDGE,56,34513,36101,-1588,-4.39877,0,1
D66,D,GARFIELD RIDGE,56,34513,36101,-1588,-4.39877,0,1
D67,D,GARFIELD RIDGE,56,34513,36101,-1588,-4.39877,0,1
C197,C,CLEARING,64,23139,22331,808,3.618288,1,0
C200,C,CLEARING,64,23139,22331,808,3.618288,1,0
C202,C,CLEARING,64,23139,22331,808,3.618288,1,0
C203,C,CLEARING,64,23139,22331,808,3.618288,1,0
D81,D,CLEARING,64,23139,22331,808,3.618288,1,0
C202,C,WEST LAWN,65,33355,29235,4120,14.092697,1,0
C203,C,WEST LAWN,65,33355,29235,4120,14.092697,1,0
C204,C,WEST LAWN,65,33355,29235,4120,14.092697,1,0
C205,C,WEST LAWN,65,33355,29235,4120,14.092697,1,0
C206,C,WEST LAWN,65,33355,29235,4120,14.092697,1,0
C207,C,WEST LAWN,65,33355,29235,4120,14.092697,1,0
D84,D,WEST LAWN,65,33355,29235,4120,14.092697,1,0
C205,C,CHICAGO LAWN,66,55628,61412,-5784,-9.418355,0,1
C206,C,CHICAGO LAWN,66,55628,61412,-5784,-9.418355,0,1
C207,C,CHICAGO LAWN,66,55628,61412,-5784,-9.418355,0,1
C209,C,CHICAGO LAWN,66,55628,61412,-5784,-9.418355,0,1
C211,C,CHICAGO LAWN,66,55628,61412,-5784,-9.418355,0,1
C224,C,CHICAGO LAWN,66,55628,61412,-5784,-9.418355,0,1
D84,D,CHICAGO LAWN,66,55628,61412,-5784,-9.418355,0,1
D85,D,CHICAGO LAWN,66,55628,61412,-5784,-9.418355,0,1
C205,C,GAGE PARK,63,39894,39193,701,1.788585,1,0
C208,C,GAGE PARK,63,39894,39193,701,1.788585,1,0
C209,C,GAGE PARK,63,39894,39193,701,1.788585,1,0
D69,D,GAGE PARK,63,39894,39193,701,1.788585,1,0
C210,C,ENGLEWOOD,68,30654,40222,-9568,-23.787977,0,1
C228,C,ENGLEWOOD,68,30654,40222,-9568,-23.787977,0,1
C229,C,ENGLEWOOD,68,30654,40222,-9568,-23.787977,0,1
D71,D,ENGLEWOOD,68,30654,40222,-9568,-23.787977,0,1
D72,D,ENGLEWOOD,68,30654,40222,-9568,-23.787977,0,1
D73,D,ENGLEWOOD,68,30654,40222,-9568,-23.787977,0,1
D83,D,ENGLEWOOD,68,30654,40222,-9568,-23.787977,0,1
D87,D,ENGLEWOOD,68,30654,40222,-9568,-23.787977,0,1
C210,C,WEST ENGLEWOOD,67,35505,45282,-9777,-21.591361,0,1
C211,C,WEST ENGLEWOOD,67,35505,45282,-9777,-21.591361,0,1
C228,C,WEST ENGLEWOOD,67,35505,45282,-9777,-21.591361,0,1
D71,D,WEST ENGLEWOOD,67,35505,45282,-9777,-21.591361,0,1
D83,D,WEST ENGLEWOOD,67,35505,45282,-9777,-21.591361,0,1
D85,D,WEST ENGLEWOOD,67,35505,45282,-9777,-21.591361,0,1
D86,D,WEST ENGLEWOOD,67,35505,45282,-9777,-21.591361,0,1
C210,C,NEW CITY,61,44377,51721,-7344,-14.199261,0,1
D62,D,NEW CITY,61,44377,51721,-7344,-14.199261,0,1
D69,D,NEW CITY,61,44377,51721,-7344,-14.199261,0,1
D70,D,NEW CITY,61,44377,51721,-7344,-14.199261,0,1
D71,D,NEW CITY,61,44377,51721,-7344,-14.199261,0,1
D72,D,NEW CITY,61,44377,51721,-7344,-14.199261,0,1
C215,C,WASHINGTON PARK,40,11717,14146,-2429,-17.170932,0,1
D73,D,WASHINGTON PARK,40,11717,14146,-2429,-17.170932,0,1
D74,D,WASHINGTON PARK,40,11717,14146,-2429,-17.170932,0,1
D78,D,WASHINGTON PARK,40,11717,14146,-2429,-17.170932,0,1
C243,C,SOUTH CHICAGO,46,31198,38596,-7398,-19.167789,0,1
C244,C,SOUTH CHICAGO,46,31198,38596,-7398,-19.167789,0,1
C245,C,SOUTH CHICAGO,46,31198,38596,-7398,-19.167789,0,1
C249,C,SOUTH CHICAGO,46,31198,38596,-7398,-19.167789,0,1
D100,D,SOUTH CHICAGO,46,31198,38596,-7398,-19.167789,0,1
D90,D,SOUTH CHICAGO,46,31198,38596,-7398,-19.167789,0,1
D99,D,SOUTH CHICAGO,46,31198,38596,-7398,-19.167789,0,1
C246,C,BURNSIDE,47,2916,3294,-378,-11.47541,0,1
D98,D,BURNSIDE,47,2916,3294,-378,-11.47541,0,1
C247,C,CALUMET HEIGHTS,48,13812,15974,-2162,-13.534494,0,1
C248,C,CALUMET HEIGHTS,48,13812,15974,-2162,-13.534494,0,1
C249,C,CALUMET HEIGHTS,48,13812,15974,-2162,-13.534494,0,1
D100,D,CALUMET HEIGHTS,48,13812,15974,-2162,-13.534494,0,1
D98,D,CALUMET HEIGHTS,48,13812,15974,-2162,-13.534494,0,1
C263,C,PULLMAN,50,7325,8921,-1596,-17.890371,0,1
D113,D,PULLMAN,50,7325,8921,-1596,-17.890371,0,1
C267,C,HEGEWISCH,55,9426,9781,-355,-3.629486,0,1
D122,D,HEGEWISCH,55,9426,9781,-355,-3.629486,0,1
D131,D,HEGEWISCH,55,9426,9781,-355,-3.629486,0,1
C267,C,EAST SIDE,52,23042,23653,-611,-2.583182,0,1
D115,D,EAST SIDE,52,23042,23653,-611,-2.583182,0,1
C92,C,OHARE,76,12756,11956,800,6.691201,1,0
C94,C,OHARE,76,12756,11956,800,6.691201,1,0
D113,D,RIVERDALE,54,6482,9809,-3327,-33.917831,0,1
D120,D,RIVERDALE,54,6482,9809,-3327,-33.917831,0,1
D121,D,RIVERDALE,54,6482,9809,-3327,-33.917831,0,1
D128,D,RIVERDALE,54,6482,9809,-3327,-33.917831,0,1
D129,D,RIVERDALE,54,6482,9809,-3327,-33.917831,0,1
D114,D,SOUTH DEERING,51,15109,16990,-1881,-11.071218,0,1
D26,D,NEAR WEST SIDE,28,54881,46419,8462,18.229604,1,0
D27,D,NEAR WEST SIDE,28,54881,46419,8462,18.229604,1,0
D33,D,NEAR WEST SIDE,28,54881,46419,8462,18.229604,1,0
D36,D,NEAR WEST SIDE,28,54881,46419,8462,18.229604,1,0
D37,D,NEAR WEST SIDE,28,54881,46419,8462,18.229604,1,0
D38,D,NEAR WEST SIDE,28,54881,46419,8462,18.229604,1,0
D39,D,NEAR WEST SIDE,28,54881,46419,8462,18.229604,1,0
D40,D,NEAR WEST SIDE,28,54881,46419,8462,18.229604,1,0
D41,D,NEAR WEST SIDE,28,54881,46419,8462,18.229604,1,0
D47,D,NEAR WEST SIDE,28,54881,46419,8462,18.229604,1,0
D49,D,NEAR WEST SIDE,28,54881,46419,8462,18.229604,1,0
D42,D,LOWER WEST SIDE,31,35769,44031,-8262,-18.764053,0,1
D43,D,LOWER WEST SIDE,31,35769,44031,-8262,-18.764053,0,1
D49,D,LOWER WEST SIDE,31,35769,44031,-8262,-18.764053,0,1
D44,D,BRIDGEPORT,60,31977,33694,-1717,-5.095863,0,1
D45,D,BRIDGEPORT,60,31977,33694,-1717,-5.095863,0,1
D46,D,BRIDGEPORT,60,31977,33694,-1717,-5.095863,0,1
D51,D,BRIDGEPORT,60,31977,33694,-1717,-5.095863,0,1
D65,D,BRIDGEPORT,60,31977,33694,-1717,-5.095863,0,1
D72,D,BRIDGEPORT,60,31977,33694,-1717,-5.095863,0,1
D48,D,NEAR SOUTH SIDE,33,21390,9509,11881,124.944789,1,0
D49,D,NEAR SOUTH SIDE,33,21390,9509,11881,124.944789,1,0
D50,D,NEAR SOUTH SIDE,33,21390,9509,11881,124.944789,1,0
D52,D,NEAR SOUTH SIDE,33,21390,9509,11881,124.944789,1,0
D53,D,NEAR SOUTH SIDE,33,21390,9509,11881,124.944789,1,0
D48,D,LOOP,32,29283,16388,12895,78.685624,1,0
D49,D,ARMOUR SQUARE,34,13391,12032,1359,11.29488,1,0
D51,D,ARMOUR SQUARE,34,13391,12032,1359,11.29488,1,0
D52,D,ARMOUR SQUARE,34,13391,12032,1359,11.29488,1,0
D73,D,ARMOUR SQUARE,34,13391,12032,1359,11.29488,1,0
D52,D,DOUGLAS,35,18238,26470,-8232,-31.099358,0,1
D53,D,DOUGLAS,35,18238,26470,-8232,-31.099358,0,1
D73,D,DOUGLAS,35,18238,26470,-8232,-31.099358,0,1
D74,D,DOUGLAS,35,18238,26470,-8232,-31.099358,0,1
D72,D,FULLER PARK,37,2876,3420,-544,-15.906433,0,1
D73,D,FULLER PARK,37,2876,3420,-544,-15.906433,0,1
D73,D,GRAND BOULEVARD,38,21929,28006,-6077,-21.698922,0,1
D74,D,GRAND BOULEVARD,38,21929,28006,-6077,-21.698922,0,1
D76,D,GRAND BOULEVARD,38,21929,28006,-6077,-21.698922,0,1
D74,D,OAKLAND,36,5918,6110,-192,-3.14239,0,1
D76,D,OAKLAND,36,5918,6110,-192,-3.14239,0,1
